Variable / Field Name,Form Name,Auto extraction,concept_cd,concept_desc,concept_path,Checked by Simran,Checked by Alba
esr_obtained,laboratory_values,Yes,LAB:3775678,ESR (Erythrocyte Sedimentation Rate),\i2b2\Lab View\Laboratory\Hematology\ESR (Erythrocyte Sedimentation Rate)\LAB:3775678\,,
esr_date,laboratory_values,Yes,LAB:3775678,ESR (Erythrocyte Sedimentation Rate),\i2b2\Lab View\Laboratory\Hematology\ESR (Erythrocyte Sedimentation Rate)\LAB:3775678\,,
esr_value,laboratory_values,Yes,LAB:3775678,ESR (Erythrocyte Sedimentation Rate),\i2b2\Lab View\Laboratory\Hematology\ESR (Erythrocyte Sedimentation Rate)\LAB:3775678\,,
esr_unit,laboratory_values,Yes,LAB:3775678,ESR (Erythrocyte Sedimentation Rate),\i2b2\Lab View\Laboratory\Hematology\ESR (Erythrocyte Sedimentation Rate)\LAB:3775678\,,
ferritin_obtained,laboratory_values,Yes,LAB:3726226,Ferritin,\i2b2\Lab View\Laboratory\Therapeutic Drug Monitoring/Toxicology\Ferritin\LAB:3726226\,,
ferritin_date,laboratory_values,Yes,LAB:3726226,Ferritin,\i2b2\Lab View\Laboratory\Therapeutic Drug Monitoring/Toxicology\Ferritin\LAB:3726226\,,
ferritin_value,laboratory_values,Yes,LAB:3726226,Ferritin,\i2b2\Lab View\Laboratory\Therapeutic Drug Monitoring/Toxicology\Ferritin\LAB:3726226\,,
ferritin_unit,laboratory_values,Yes,LAB:3726226,Ferritin,\i2b2\Lab View\Laboratory\Therapeutic Drug Monitoring/Toxicology\Ferritin\LAB:3726226\,,
bicarbonate_obtained,laboratory_values,Yes,LAB:99786933,,,,
bicarbonate_obtained,laboratory_values,Yes,LAB:595618431,,,,
bicarbonate_obtained,laboratory_values,Yes,LAB:595618401,,,,
bicarbonate_obtained,laboratory_values,Yes,LAB:99786915,,,,
bicarbonate_obtained,laboratory_values,Yes,LAB:99786894,,,,
bicarbonate_date,laboratory_values,Yes,LAB:99786933,,,,
bicarbonate_date,laboratory_values,Yes,LAB:595618431,,,,
bicarbonate_date,laboratory_values,Yes,LAB:595618401,,,,
bicarbonate_date,laboratory_values,Yes,LAB:99786915,,,,
bicarbonate_date,laboratory_values,Yes,LAB:99786894,,,,
bicarbonate_value,laboratory_values,Yes,LAB:99786933,,,,
bicarbonate_value,laboratory_values,Yes,LAB:595618431,,,,
bicarbonate_value,laboratory_values,Yes,LAB:595618401,,,,
bicarbonate_value,laboratory_values,Yes,LAB:99786915,,,,
bicarbonate_value,laboratory_values,Yes,LAB:99786894,,,,
bicarbonate_unit,laboratory_values,Yes,LAB:99786933,,,,
bicarbonate_unit,laboratory_values,Yes,LAB:595618431,,,,
bicarbonate_unit,laboratory_values,Yes,LAB:595618401,,,,
bicarbonate_unit,laboratory_values,Yes,LAB:99786915,,,,
bicarbonate_unit,laboratory_values,Yes,LAB:99786894,,,,
triglycerid_obtained,laboratory_values,Yes,LAB:3727470,Triglycerides,\i2b2\Lab View\Laboratory\Chemistry\Triglycerides\LAB:3727470\,,
triglycerid_date,laboratory_values,Yes,LAB:3727470,Triglycerides,\i2b2\Lab View\Laboratory\Chemistry\Triglycerides\LAB:3727470\,,
triglycerid_value,laboratory_values,Yes,LAB:3727470,Triglycerides,\i2b2\Lab View\Laboratory\Chemistry\Triglycerides\LAB:3727470\,,
triglycerid_unit,laboratory_values,Yes,LAB:3727470,Triglycerides,\i2b2\Lab View\Laboratory\Chemistry\Triglycerides\LAB:3727470\,,
triglycerid_unit_other,laboratory_values,Yes,LAB:3727470,Triglycerides,\i2b2\Lab View\Laboratory\Chemistry\Triglycerides\LAB:3727470\,,
cytokine_obtained,laboratory_values,Yes,,,,,
tnf_alpha_obtained,laboratory_values,,,,,,
tnf_alpha_date,laboratory_values,,,,,,
tnf_alpha_value,laboratory_values,,,,,,
tnf_alpha_unit,laboratory_values,,,,,,
il_1_obtained,laboratory_values,Yes,LAB:43435804,Interleukin 1 beta,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 1 beta\LAB:43435804\,,
il_1_date,laboratory_values,Yes,LAB:43435804,Interleukin 1 beta,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 1 beta\LAB:43435804\,,
il_1_value,laboratory_values,Yes,LAB:43435804,Interleukin 1 beta,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 1 beta\LAB:43435804\,,
il_1_unit,laboratory_values,Yes,LAB:43435804,Interleukin 1 beta,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 1 beta\LAB:43435804\,,
il_2_obtained,laboratory_values,Yes,LAB:43435799,Interleukin 2,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 2\LAB:43435799\,,
il_2_date,laboratory_values,Yes,LAB:43435799,Interleukin 2,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 2\LAB:43435799\,,
il_2_value,laboratory_values,Yes,LAB:43435799,Interleukin 2,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 2\LAB:43435799\,,
il_2_unit,laboratory_values,Yes,LAB:43435799,Interleukin 2,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 2\LAB:43435799\,,
il_2_receptor_obtained,laboratory_values,Yes,LAB:43435800,Interleukin 2 Receptor,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 2 Receptor\LAB:43435800\,,
il_2_receptor_date,laboratory_values,Yes,LAB:43435800,Interleukin 2 Receptor,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 2 Receptor\LAB:43435800\,,
il_2_receptor_value,laboratory_values,Yes,LAB:43435800,Interleukin 2 Receptor,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 2 Receptor\LAB:43435800\,,
il_2_receptor_unit,laboratory_values,Yes,LAB:43435800,Interleukin 2 Receptor,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 2 Receptor\LAB:43435800\,,
il_4_obtained,laboratory_values,Yes,LAB:43435807,Interleukin 4,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 4\LAB:43435807\,,
il_4_date,laboratory_values,Yes,LAB:43435807,Interleukin 4,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 4\LAB:43435807\,,
il_4_value,laboratory_values,Yes,LAB:43435807,Interleukin 4,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 4\LAB:43435807\,,
il_4_unit,laboratory_values,Yes,LAB:43435807,Interleukin 4,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 4\LAB:43435807\,,
il_5_obtained,laboratory_values,Yes,LAB:43435809,Interleukin 5,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 5\LAB:43435809\,,
il_5_date,laboratory_values,Yes,LAB:43435809,Interleukin 5,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 5\LAB:43435809\,,
il_5_value,laboratory_values,Yes,LAB:43435809,Interleukin 5,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 5\LAB:43435809\,,
il_5_unit,laboratory_values,Yes,LAB:43435809,Interleukin 5,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 5\LAB:43435809\,,
il_6_obtained,laboratory_values,Yes,LAB:43435808,Interleukin 6,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 6\LAB:43435808\,,
il_6_date,laboratory_values,Yes,LAB:43435808,Interleukin 6,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 6\LAB:43435808\,,
il_6_value,laboratory_values,Yes,LAB:43435808,Interleukin 6,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 6\LAB:43435808\,,
il_6_unit,laboratory_values,Yes,LAB:43435808,Interleukin 6,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 6\LAB:43435808\,,
il_8_obtained,laboratory_values,Yes,LAB:43435803,Interleukin 8,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 8\LAB:43435803\,,
il_8_date,laboratory_values,Yes,LAB:43435803,Interleukin 8,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 8\LAB:43435803\,,
il_8_value,laboratory_values,Yes,LAB:43435803,Interleukin 8,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 8\LAB:43435803\,,
il_8_unit,laboratory_values,Yes,LAB:43435803,Interleukin 8,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 8\LAB:43435803\,,
il_10_obtained,laboratory_values,Yes,LAB:43435805,Interleukin 10,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 10\LAB:43435805\,,
il_10_date,laboratory_values,Yes,LAB:43435805,Interleukin 10,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 10\LAB:43435805\,,
il_10_value,laboratory_values,Yes,LAB:43435805,Interleukin 10,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 10\LAB:43435805\,,
il_10_unit,laboratory_values,Yes,LAB:43435805,Interleukin 10,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 10\LAB:43435805\,,
il_12_obtained,laboratory_values,Yes,LAB:43435801,Interleukin 12,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 12\LAB:43435801\,,
il_12_date,laboratory_values,Yes,LAB:43435801,Interleukin 12,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 12\LAB:43435801\,,
il_12_value,laboratory_values,Yes,LAB:43435801,Interleukin 12,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 12\LAB:43435801\,,
il_12_unit,laboratory_values,Yes,LAB:43435801,Interleukin 12,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 12\LAB:43435801\,,
il_13_obtained,laboratory_values,Yes,LAB:43435806,Interleukin 13,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 13\LAB:43435806\,,
il_13_date,laboratory_values,Yes,LAB:43435806,Interleukin 13,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 13\LAB:43435806\,,
il_13_value,laboratory_values,Yes,LAB:43435806,Interleukin 13,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 13\LAB:43435806\,,
il_13_unit,laboratory_values,Yes,LAB:43435806,Interleukin 13,\i2b2\Lab View\Laboratory\Allergy/Immunology\Interleukin 13\LAB:43435806\,,
il_17_obtained,laboratory_values,,,,,,
il_17_date,laboratory_values,,,,,,
il_17_value,laboratory_values,,,,,,
il_17_unit,laboratory_values,,,,,,
il_19_obtained,laboratory_values,,,,,,
il_19_date,laboratory_values,,,,,,
il_19_value,laboratory_values,,,,,,
il_19_unit,laboratory_values,,,,,,
ifn_gamma_obtained,laboratory_values,,,,,,
ifn_gamma_date,laboratory_values,,,,,,
ifn_gamma_value,laboratory_values,,,,,,
ifn_gamma_unit,laboratory_values,,,,,,
cxcl9_obtained,laboratory_values,,,,,,
cxcl9_date,laboratory_values,,,,,,
cxcl9_value,laboratory_values,,,,,,
cxcl9_unit,laboratory_values,,,,,,
other_il1_obtained,laboratory_values,,,,,,
other_il1_date,laboratory_values,,,,,,
other_il1_value,laboratory_values,,,,,,
other_il1_unit,laboratory_values,,,,,,
other_il2_obtained,laboratory_values,,,,,,
other_il2_date,laboratory_values,,,,,,
other_il2_value,laboratory_values,,,,,,
other_il2_unit,laboratory_values,,,,,,
other_il3_obtained,laboratory_values,,,,,,
other_il3_date,laboratory_values,,,,,,
other_il3_value,laboratory_values,,,,,,
other_il3_unit,laboratory_values,,,,,,
other_il4_obtained,laboratory_values,,,,,,
other_il4_date,laboratory_values,,,,,,
other_il4_value,laboratory_values,,,,,,
other_il4_unit,laboratory_values,,,,,,
other_il5_obtained,laboratory_values,,,,,,
other_il5_date,laboratory_values,,,,,,
other_il5_value,laboratory_values,,,,,,
other_il5_unit,laboratory_values,,,,,,
immunog_obtained,laboratory_values,Yes,,,,,
igg_obtained,laboratory_values,Yes,LAB:3775618,IgG,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgG\LAB:3775618\,,
igg_date,laboratory_values,Yes,LAB:3775618,IgG,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgG\LAB:3775618\,,
igg_value,laboratory_values,Yes,LAB:3775618,IgG,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgG\LAB:3775618\,,
igg_unit,laboratory_values,Yes,LAB:3775618,IgG,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgG\LAB:3775618\,,
iga_obtained,laboratory_values,Yes,LAB:3775615,IgA,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgA\LAB:3775615\,,
iga_date,laboratory_values,Yes,LAB:3775615,IgA,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgA\LAB:3775615\,,
iga_value,laboratory_values,Yes,LAB:3775615,IgA,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgA\LAB:3775615\,,
iga_unit,laboratory_values,Yes,LAB:3775615,IgA,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgA\LAB:3775615\,,
igm_obtained,laboratory_values,Yes,LAB:3775619,IgM,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgM\LAB:3775619\,,
igm_date,laboratory_values,Yes,LAB:3775619,IgM,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgM\LAB:3775619\,,
igm_value,laboratory_values,Yes,LAB:3775619,IgM,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgM\LAB:3775619\,,
igm_unit,laboratory_values,Yes,LAB:3775619,IgM,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgM\LAB:3775619\,,
ige_obtained,laboratory_values,Yes,LAB:3775431,IgE,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgE\LAB:3775431\,,
ige_date,laboratory_values,Yes,LAB:3775431,IgE,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgE\LAB:3775431\,,
ige_value,laboratory_values,Yes,LAB:3775431,IgE,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgE\LAB:3775431\,,
ige_unit,laboratory_values,Yes,LAB:3775431,IgE,\i2b2\Lab View\Laboratory\Allergy/Immunology\IgE\LAB:3775431\,,
compl_obtained,laboratory_values,Yes,,,,,
c3_obtained,laboratory_values,,,,,,
c3_date,laboratory_values,,,,,,
c3_value,laboratory_values,,,,,,
c3_unit,laboratory_values,,,,,,
c4_obtained,laboratory_values,,,,,,
c4_date,laboratory_values,,,,,,
c4_value,laboratory_values,,,,,,
c4_unit,laboratory_values,,,,,,
ah50_obtained,laboratory_values,,,,,,
ah50_date,laboratory_values,,,,,,
ah50_value,laboratory_values,,,,,,
ah50_unit,laboratory_values,,,,,,
ch50_obtained,laboratory_values,Yes,LAB:3774511,CH50,\i2b2\Lab View\Laboratory\Allergy/Immunology\CH50\LAB:3774511\,,
ch50_date,laboratory_values,Yes,LAB:3774511,CH50,\i2b2\Lab View\Laboratory\Allergy/Immunology\CH50\LAB:3774511\,,
ch50_value,laboratory_values,Yes,LAB:3774511,CH50,\i2b2\Lab View\Laboratory\Allergy/Immunology\CH50\LAB:3774511\,,
ch50_unit,laboratory_values,Yes,LAB:3774511,CH50,\i2b2\Lab View\Laboratory\Allergy/Immunology\CH50\LAB:3774511\,,
lympho_obtained,laboratory_values,Yes,,,,,
cd3_obtained,laboratory_values,Yes,LAB:3775804,Percent CD3+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3+\LAB:3775804\,,
cd3_date,laboratory_values,Yes,LAB:3775804,Percent CD3+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3+\LAB:3775804\,,
cd3_value,laboratory_values,Yes,LAB:3775804,Percent CD3+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3+\LAB:3775804\,,
cd3_unit,laboratory_values,Yes,LAB:3775804,Percent CD3+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3+\LAB:3775804\,,
cd3_abs_obtained,laboratory_values,Yes,LAB:3777231,"CD3+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD3+, Absolute\LAB:3777231\",,
cd3_abs_date,laboratory_values,Yes,LAB:3777231,"CD3+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD3+, Absolute\LAB:3777231\",,
cd3_abs_value,laboratory_values,Yes,LAB:3777231,"CD3+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD3+, Absolute\LAB:3777231\",,
cd3_abs_unit,laboratory_values,Yes,LAB:3777231,"CD3+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD3+, Absolute\LAB:3777231\",,
cd3_cd4_obtained,laboratory_values,Yes,LAB:3775805,Percent CD3+/CD4+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3+/CD4+\LAB:3775805\,,
cd3_cd4_date,laboratory_values,Yes,LAB:3775805,Percent CD3+/CD4+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3+/CD4+\LAB:3775805\,,
cd3_cd4_value,laboratory_values,Yes,LAB:3775805,Percent CD3+/CD4+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3+/CD4+\LAB:3775805\,,
cd3_cd4_unit,laboratory_values,Yes,LAB:3775805,Percent CD3+/CD4+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3+/CD4+\LAB:3775805\,,
cd3_cd4_abs_obtained,laboratory_values,Yes,LAB:3777232,"CD3+/CD4+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD3+/CD4+, Absolute\LAB:3777232\",,
cd3_cd4_abs_date,laboratory_values,Yes,LAB:3777232,"CD3+/CD4+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD3+/CD4+, Absolute\LAB:3777232\",,
cd3_cd4_abs_value,laboratory_values,Yes,LAB:3777232,"CD3+/CD4+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD3+/CD4+, Absolute\LAB:3777232\",,
cd3_cd4_abs_unit,laboratory_values,Yes,LAB:3777232,"CD3+/CD4+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD3+/CD4+, Absolute\LAB:3777232\",,
cd3_cd8_obtained,laboratory_values,Yes,LAB:3775806,Percent CD3+/CD8+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3+/CD8+\LAB:3775806\,,
cd3_cd8_date,laboratory_values,Yes,LAB:3775806,Percent CD3+/CD8+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3+/CD8+\LAB:3775806\,,
cd3_cd8_value,laboratory_values,Yes,LAB:3775806,Percent CD3+/CD8+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3+/CD8+\LAB:3775806\,,
cd3_cd8_unit,laboratory_values,Yes,LAB:3775806,Percent CD3+/CD8+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3+/CD8+\LAB:3775806\,,
cd3_cd8_abs_obtained,laboratory_values,Yes,LAB:3777233,"CD3+/CD8+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD3+/CD8+, Absolute\LAB:3777233\",,
cd3_cd8_abs_date,laboratory_values,Yes,LAB:3777233,"CD3+/CD8+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD3+/CD8+, Absolute\LAB:3777233\",,
cd3_cd8_abs_value,laboratory_values,Yes,LAB:3777233,"CD3+/CD8+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD3+/CD8+, Absolute\LAB:3777233\",,
cd3_cd8_abs_unit,laboratory_values,Yes,LAB:3777233,"CD3+/CD8+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD3+/CD8+, Absolute\LAB:3777233\",,
cd3_cd16_cd56_obtained,laboratory_values,Yes,LAB:3775807,Percent CD3-/CD16+ or CD56+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3-/CD16+ or CD56+\LAB:3775807\,,
cd3_cd16_cd56_date,laboratory_values,Yes,LAB:3775807,Percent CD3-/CD16+ or CD56+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3-/CD16+ or CD56+\LAB:3775807\,,
cd3_cd16_cd56_value,laboratory_values,Yes,LAB:3775807,Percent CD3-/CD16+ or CD56+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3-/CD16+ or CD56+\LAB:3775807\,,
cd3_cd16_cd56_unit,laboratory_values,Yes,LAB:3775807,Percent CD3-/CD16+ or CD56+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD3-/CD16+ or CD56+\LAB:3775807\,,
cd19_obtained,laboratory_values,Yes,LAB:3775808,Percent CD19+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD19+\LAB:3775808\,,
cd19_date,laboratory_values,Yes,LAB:3775808,Percent CD19+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD19+\LAB:3775808\,,
cd19_value,laboratory_values,Yes,LAB:3775808,Percent CD19+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD19+\LAB:3775808\,,
cd19_unit,laboratory_values,Yes,LAB:3775808,Percent CD19+,\i2b2\Lab View\Laboratory\Allergy/Immunology\Percent CD19+\LAB:3775808\,,
cd19_abs_obtained,laboratory_values,Yes,LAB:3777235,"CD19+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD19+, Absolute\LAB:3777235\",,
cd19_abs_date,laboratory_values,Yes,LAB:3777235,"CD19+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD19+, Absolute\LAB:3777235\",,
cd19_abs_value,laboratory_values,Yes,LAB:3777235,"CD19+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD19+, Absolute\LAB:3777235\",,
cd19_abs_unit,laboratory_values,Yes,LAB:3777235,"CD19+, Absolute","\i2b2\Lab View\Laboratory\Allergy/Immunology\CD19+, Absolute\LAB:3777235\",,
ac4_cd8_ratio_obtained,laboratory_values,Yes,LAB:3775809,CD4/CD8 Ratio,\i2b2\Lab View\Laboratory\Allergy/Immunology\CD4/CD8 Ratio\LAB:3775809\,,
ac4_cd8_ratio_date,laboratory_values,Yes,LAB:3775809,CD4/CD8 Ratio,\i2b2\Lab View\Laboratory\Allergy/Immunology\CD4/CD8 Ratio\LAB:3775809\,,
ac4_cd8_ratio_value,laboratory_values,Yes,LAB:3775809,CD4/CD8 Ratio,\i2b2\Lab View\Laboratory\Allergy/Immunology\CD4/CD8 Ratio\LAB:3775809\,,
ac4_cd8_ratio_unit,laboratory_values,Yes,LAB:3775809,CD4/CD8 Ratio,\i2b2\Lab View\Laboratory\Allergy/Immunology\CD4/CD8 Ratio\LAB:3775809\,,
t_sum_obtained,laboratory_values,Yes,LAB:361276796,% T-sum,\i2b2\Lab View\Laboratory\Allergy/Immunology\% T-sum\LAB:361276796\,,
t_sum_date,laboratory_values,Yes,LAB:361276796,% T-sum,\i2b2\Lab View\Laboratory\Allergy/Immunology\% T-sum\LAB:361276796\,,
t_sum_value,laboratory_values,Yes,LAB:361276796,% T-sum,\i2b2\Lab View\Laboratory\Allergy/Immunology\% T-sum\LAB:361276796\,,
t_sum_unit,laboratory_values,Yes,LAB:361276796,% T-sum,\i2b2\Lab View\Laboratory\Allergy/Immunology\% T-sum\LAB:361276796\,,
other_labs,laboratory_values,,,,,,
other1_specify,laboratory_values,,,,,,
other1_date,laboratory_values,,,,,,
other1_value,laboratory_values,,,,,,
other1_unit,laboratory_values,,,,,,
other2_specify,laboratory_values,,,,,,
other2_date,laboratory_values,,,,,,
other2_value,laboratory_values,,,,,,
other2_unit,laboratory_values,,,,,,
other3_specify,laboratory_values,,,,,,
other3_date,laboratory_values,,,,,,
other3_value,laboratory_values,,,,,,
other3_unit,laboratory_values,,,,,,
other4_specify,laboratory_values,,,,,,
other4_date,laboratory_values,,,,,,
other4_value,laboratory_values,,,,,,
other4_unit,laboratory_values,,,,,,
other5_specify,laboratory_values,,,,,,
other5_date,laboratory_values,,,,,,
other5_value,laboratory_values,,,,,,
other5_unit,laboratory_values,,,,,,
current_meds_fu_na,medications_before_and_after_hosp,N/A,,,,,
medcur1_type,medications_before_and_after_hosp,Yes,,,,,
medcur1_code_arc,medications_before_and_after_hosp,Yes,"ADMINMED:2797702,ADMINMED:2798145,ADMINMED:2798879,ADMINMED:307938266,DMINMED:2797176,ADMINMED:2798047,ADMINMED:2798369,ADMINMED:2798751","eprosartan
 losartan
 valsartan
 azilsartan
 could not find!
 irbesartan
 olmesartan
 telmisartan","\i2b2\Medications\Administered Medications\40\56\d04266\ADMINMED:2797702\
 \i2b2\Medications\Administered Medications\40\56\d03821\ADMINMED:2798145\
 \i2b2\Medications\Administered Medications\40\56\d04113\ADMINMED:2798879\
 \i2b2\Medications\Administered Medications\40\56\d07754\ADMINMED:307938266\
 could not find!
 \i2b2\Medications\Administered Medications\40\56\d04222\ADMINMED:2798047\
 \i2b2\Medications\Administered Medications\40\56\d04801\ADMINMED:2798369\
 \i2b2\Medications\Administered Medications\40\56\d04364\ADMINMED:2798751\",,
medcur1_code_antiarr,medications_before_and_after_hosp,Yes,"ADMINMED:2798879,ADMINMED:2797316,ADMINMED:2797367,ADMINMED:2797115,ADMINMED:2797631,ADMINMED:2797789,ADMINMED:4103284,ADMINMED:2798252,ADMINMED:2798280,ADMINMED:4103291,ADMINMED:2798546,ADMINMED:2798555,ADMINMED:2798586,ADMINMED:2798804,ADMINMED:2798708,ADMINMED:2798247,ADMINMED:2798886","valsartan
 adenosine
 amiodarone
 zzzbretylium
 disopyramide
 flecainide
 lidocaine
 mexiletine
 zzzmoricizine
 mephenytoin
 procainamide
 propafenone
 quiNIDine
 zzztocainide
 sotalol
 metoprolol
 verapamil","\i2b2\Medications\Administered Medications\40\56\d04113\ADMINMED:2798879\
 \i2b2\Medications\Administered Medications\40\46\389\d00164\ADMINMED:2797316\
 \i2b2\Medications\Administered Medications\40\46\387\d00002\ADMINMED:2797367\
 \i2b2\Medications\Administered Medications\40\46\387\d00005\ADMINMED:2797115\
 \i2b2\Medications\Administered Medications\40\46\385\d00214\ADMINMED:2797631\
 \i2b2\Medications\Administered Medications\40\46\385\d00234\ADMINMED:2797789\
 \i2b2\Medications\Administered Medications\105\109\d00059\ADMINMED:4103284\
 \i2b2\Medications\Administered Medications\40\46\385\d00300\ADMINMED:2798252\
 \i2b2\Medications\Administered Medications\40\46\385\d00307\ADMINMED:2798280\
 \i2b2\Medications\Administered Medications\Non-Categorized\4103291\ADMINMED:4103291\
 \i2b2\Medications\Administered Medications\40\46\385\d00075\ADMINMED:2798546\
 \i2b2\Medications\Administered Medications\40\46\385\d00358\ADMINMED:2798555\
 \i2b2\Medications\Administered Medications\40\46\385\d00020\ADMINMED:2798586\
 \i2b2\Medications\Administered Medications\40\46\385\d00392\ADMINMED:2798804\
 \i2b2\Medications\Administered Medications\40\46\387\d00371\ADMINMED:2798708\
 \i2b2\Medications\Administered Medications\40\47\274\d00134\ADMINMED:2798247\
 \i2b2\Medications\Administered Medications\40\48\d00048\ADMINMED:2798886\",,
