Variable...Field.Name,Form.Name,Auto.extraction,concept_cd,expected value,expected value description,Notes,concept_desc,concept_path,Checked.by.Simran,Checked.by.Alba
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:248547672,03.99,"Other antibiotics, Antibiotics",,clindamycin-tretinoin topical,\i2b2\Medications\Administered Medications\133\136\143\d05973\ADMINMED:248547672\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797067,03.99,"Other antibiotics, Antibiotics",,benzoyl peroxide-clindamycin topical,\i2b2\Medications\Administered Medications\133\136\143\d04742\ADMINMED:2797067\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:248547585,03.99,"Other antibiotics, Antibiotics",,zzzbenzoyl peroxide/clindamycin/hyaluron topical,\i2b2\Medications\Administered Medications\133\136\143\d07468\ADMINMED:248547585\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797863,03.99,"Other antibiotics, Antibiotics",,gentamicin-prednisoLONE ophthalmic,\i2b2\Medications\Administered Medications\133\147\166\d03534\ADMINMED:2797863\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797068,03.99,"Other antibiotics, Antibiotics",,benzoyl peroxide-erythromycin topical,\i2b2\Medications\Administered Medications\133\136\143\d03857\ADMINMED:2797068\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797995,03.99,"Other antibiotics, Antibiotics",,imipenem-cilastatin,\i2b2\Medications\Administered Medications\1\8\d00082\ADMINMED:2797995\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797098,03.99,"Other antibiotics, Antibiotics",,bismuth subsalicylate/metroNIDAZOLE/TCN,\i2b2\Medications\Administered Medications\87\354\d04061\ADMINMED:2797098\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2798361,03.99,"Other antibiotics, Antibiotics",,nystatin-triamcinolone topical,\i2b2\Medications\Administered Medications\133\136\141\d03562\ADMINMED:2798361\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:280350315,03.99,"Other antibiotics, Antibiotics",,diphenhydrAMINE/HC/nystatin topical,\i2b2\Medications\Administered Medications\133\146\d07723\ADMINMED:280350315\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:280350300,03.99,"Other antibiotics, Antibiotics",,diphenhydrAMINE/HC/nystatin/TCN topical,\i2b2\Medications\Administered Medications\133\146\d07724\ADMINMED:280350300\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:248547714,03.99,"Other antibiotics, Antibiotics",,diphenhydrAMINE/lidocaine/nystatin topical,\i2b2\Medications\Administered Medications\133\146\d07491\ADMINMED:248547714\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797020,03.99,"Other antibiotics, Antibiotics",,bacitracin/HC/neomycin/polymyxin B topical,\i2b2\Medications\Administered Medications\133\136\141\d04196\ADMINMED:2797020\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797966,03.99,"Other antibiotics, Antibiotics",,hydrocortisone/neomycin/polymyxin B topical,\i2b2\Medications\Administered Medications\133\136\141\d04197\ADMINMED:2797966\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797480,03.99,"Other antibiotics, Antibiotics",,colistin/HC/neomycin/thonzonium otic,\i2b2\Medications\Administered Medications\133\148\171\d04192\ADMINMED:2797480\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2798326,03.99,"Other antibiotics, Antibiotics",,neomycin/polymyxin B/pramoxine topical,\i2b2\Medications\Administered Medications\133\136\290\d04431\ADMINMED:2798326\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:624231777,03.99,"Other antibiotics, Antibiotics",,fluocinolone-neomycin topical,\i2b2\Medications\Administered Medications\133\136\141\d05126\ADMINMED:624231777\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797022,03.99,"Other antibiotics, Antibiotics",,bacitracin/neomycin/polymyxin B topical,\i2b2\Medications\Administered Medications\133\136\290\d03524\ADMINMED:2797022\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797019,03.99,"Other antibiotics, Antibiotics",,bacitracin/HC/neomycin/polymyxin B ophthalmic,\i2b2\Medications\Administered Medications\133\147\166\d03963\ADMINMED:2797019\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797964,03.99,"Other antibiotics, Antibiotics",,hydrocortisone/neomycin/polymyxin B ophth,\i2b2\Medications\Administered Medications\133\147\166\d04095\ADMINMED:2797964\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797021,03.99,"Other antibiotics, Antibiotics",,bacitracin/neomycin/polymyxin B ophthalmic,\i2b2\Medications\Administered Medications\133\147\163\d03964\ADMINMED:2797021\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797018,03.99,"Other antibiotics, Antibiotics",,zzzbacitracin/diperodon/neomycin/polymyxin B top,\i2b2\Medications\Administered Medications\133\136\290\d04198\ADMINMED:2797018\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797895,03.99,"Other antibiotics, Antibiotics",,gramicidin/neomycin/polymyxin B ophthalmic,\i2b2\Medications\Administered Medications\133\147\163\d03525\ADMINMED:2797895\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797965,03.99,"Other antibiotics, Antibiotics",,hydrocortisone/neomycin/polymyxin B otic,\i2b2\Medications\Administered Medications\133\148\171\d03543\ADMINMED:2797965\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2798328,03.99,"Other antibiotics, Antibiotics",,neomycin-polymyxin B sulfate topical,\i2b2\Medications\Administered Medications\133\136\290\d03526\ADMINMED:2798328\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2798327,03.99,"Other antibiotics, Antibiotics",,zzzneomycin/polymyxin B/prednisoLONE ophthalmic,\i2b2\Medications\Administered Medications\133\147\166\d03533\ADMINMED:2798327\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797552,03.99,"Other antibiotics, Antibiotics",,zzzdexamethasone-neomycin ophthalmic,\i2b2\Medications\Administered Medications\133\147\166\d03535\ADMINMED:2797552\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797551,03.99,"Other antibiotics, Antibiotics",,dexamethasone/neomycin/polymyxin B ophthalmic,\i2b2\Medications\Administered Medications\133\147\166\d03537\ADMINMED:2797551\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797023,03.99,"Other antibiotics, Antibiotics",,bacitracin/neomycin/polymyxin B/pramoxine top,\i2b2\Medications\Administered Medications\133\136\290\d04430\ADMINMED:2797023\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797455,03.99,"Other antibiotics, Antibiotics",,zzzcloxacillin,\i2b2\Medications\Administered Medications\1\13\222\d00152\ADMINMED:2797455\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797592,03.99,"Other antibiotics, Antibiotics",,dicloxacillin,\i2b2\Medications\Administered Medications\1\13\222\d00153\ADMINMED:2797592\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2797553,03.99,"Other antibiotics, Antibiotics",,dexamethasone-tobramycin ophthalmic,\i2b2\Medications\Administered Medications\133\147\166\d03536\ADMINMED:2797553\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:15611453,03.99,"Other antibiotics, Antibiotics",,loteprednol-tobramycin ophthalmic,\i2b2\Medications\Administered Medications\133\147\166\d05425\ADMINMED:15611453\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2798503,03.99,"Other antibiotics, Antibiotics",,polymyxin B-trimethoprim ophthalmic,\i2b2\Medications\Administered Medications\133\147\163\d03529\ADMINMED:2798503\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2798845,03.99,"Other antibiotics, Antibiotics",,trimethoprim ophthalmic,\i2b2\Medications\Administered Medications\133\147\163\d03747\ADMINMED:2798845\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:2798844,03.99,"Other antibiotics, Antibiotics",,trimethoprim,\i2b2\Medications\Administered Medications\1\17\d00123\ADMINMED:2798844\,,
medcur1_code_ab,medications_before_and_after_hosp,Yes,ADMINMED:15612689,03.99,"Other antibiotics, Antibiotics",,vancomycin-polymyxin B,\i2b2\Medications\Administered Medications\Non-Categorized\15612689\ADMINMED:15612689\,,
Anticonvulsant,medications_before_and_after_hosp,Yes,ADMINMED:???????,04.00,"Not specified, medcur1_code_ac",Couldn't find code for this!,,,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2797837,04.01,"Fosphenytoin, Trade name: Cerebrex, Anticonvulsant",,fosphenytoin,\i2b2\Medications\Administered Medications\57\64\199\d04041\ADMINMED:2797837\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2798456,04.02,"Phenobarbital, Trade name: Luminal, Anticonvulsant",,PHENobarbital,\i2b2\Medications\Administered Medications\57\64\201\d00340\ADMINMED:2798456\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2797982,04.99,"Other anticonvulsant, Anticonvulsant",,zzzhyoscyamine-phenobarbital,\i2b2\Medications\Administered Medications\87\355\89\d03494\ADMINMED:2797982\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2797042,04.99,"Other anticonvulsant, Anticonvulsant",,zzzbelladonna/ergotamine/phenobarbital,\i2b2\Medications\Administered Medications\87\355\89\d03495\ADMINMED:2797042\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2797298,04.99,"Other anticonvulsant, Anticonvulsant",,acetaZOLAMIDE,\i2b2\Medications\Administered Medications\57\64\351\d00161\ADMINMED:2797298\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2797186,04.99,"Other anticonvulsant, Anticonvulsant",,carBAMazepine,\i2b2\Medications\Administered Medications\57\64\311\d00058\ADMINMED:2797186\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:353973017,04.99,"Other anticonvulsant, Anticonvulsant",,clobazam,\i2b2\Medications\Administered Medications\57\64\203\d04557\ADMINMED:353973017\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2797448,04.99,"Other anticonvulsant, Anticonvulsant",,clonazePAM,\i2b2\Medications\Administered Medications\57\64\203\d00197\ADMINMED:2797448\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2797582,04.99,"Other anticonvulsant, Anticonvulsant",,diazepam,\i2b2\Medications\Administered Medications\57\64\203\d00148\ADMINMED:2797582\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2797746,04.99,"Other anticonvulsant, Anticonvulsant",,ethosuximide,\i2b2\Medications\Administered Medications\57\64\200\d00227\ADMINMED:2797746\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2797842,04.99,"Other anticonvulsant, Anticonvulsant",,gabapentin,\i2b2\Medications\Administered Medications\57\64\347\d03182\ADMINMED:2797842\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:164477811,04.99,"Other anticonvulsant, Anticonvulsant",,lacosamide,\i2b2\Medications\Administered Medications\57\64\204\d07349\ADMINMED:164477811\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2798091,04.99,"Other anticonvulsant, Anticonvulsant",,lamoTRIgine,\i2b2\Medications\Administered Medications\57\64\348\d03809\ADMINMED:2798091\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2798106,04.99,"Other anticonvulsant, Anticonvulsant",,levETIRAcetam,\i2b2\Medications\Administered Medications\57\64\350\d04499\ADMINMED:2798106\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2798144,04.99,"Other anticonvulsant, Anticonvulsant",,LORazepam,\i2b2\Medications\Administered Medications\57\64\203\d00149\ADMINMED:2798144\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2798233,04.99,"Other anticonvulsant, Anticonvulsant",,methsuximide,\i2b2\Medications\Administered Medications\57\64\200\d00292\ADMINMED:2798233\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:4103304,04.99,"Other anticonvulsant, Anticonvulsant",,nitrazepam,\i2b2\Medications\Administered Medications\Non-Categorized\4103304\ADMINMED:4103304\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2798387,04.99,"Other anticonvulsant, Anticonvulsant",,OXcarbazepine,\i2b2\Medications\Administered Medications\57\64\311\d04513\ADMINMED:2798387\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2798414,04.99,"Other anticonvulsant, Anticonvulsant",,paraldehyde,\i2b2\Medications\Administered Medications\57\67\70\d00911\ADMINMED:2798414\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2797837,04.99,"Other anticonvulsant, Anticonvulsant",,fosphenytoin,\i2b2\Medications\Administered Medications\57\64\199\d04041\ADMINMED:2797837\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:4103291,04.99,"Other anticonvulsant, Anticonvulsant",,mephenytoin,\i2b2\Medications\Administered Medications\Non-Categorized\4103291\ADMINMED:4103291\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2798473,04.99,"Other anticonvulsant, Anticonvulsant",,phenytoin,\i2b2\Medications\Administered Medications\40\46\385\d00143\ADMINMED:2798473\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:15612378,04.99,"Other anticonvulsant, Anticonvulsant",,pregabalin,\i2b2\Medications\Administered Medications\57\64\347\d05508\ADMINMED:15612378\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2798544,04.99,"Other anticonvulsant, Anticonvulsant",,primidone,\i2b2\Medications\Administered Medications\57\64\201\d00352\ADMINMED:2798544\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:109447755,04.99,"Other anticonvulsant, Anticonvulsant",,rufinamide,\i2b2\Medications\Administered Medications\57\64\311\d07069\ADMINMED:109447755\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2798811,04.99,"Other anticonvulsant, Anticonvulsant",,topiramate,\i2b2\Medications\Administered Medications\57\64\351\d04115\ADMINMED:2798811\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:451152191,04.99,"Other anticonvulsant, Anticonvulsant",,phentermine-topiramate,\i2b2\Medications\Administered Medications\57\253\d07881\ADMINMED:451152191\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2798877,04.99,"Other anticonvulsant, Anticonvulsant",,valproic acid,\i2b2\Medications\Administered Medications\57\64\345\d00083\ADMINMED:2798877\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:209483664,04.99,"Other anticonvulsant, Anticonvulsant",,vigabatrin,\i2b2\Medications\Administered Medications\57\64\347\d04669\ADMINMED:209483664\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2797765,04.99,"Other anticonvulsant, Anticonvulsant",,felbamate,\i2b2\Medications\Administered Medications\57\64\349\d03170\ADMINMED:2797765\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2798920,04.99,"Other anticonvulsant, Anticonvulsant",,zonisamide,\i2b2\Medications\Administered Medications\57\64\351\d04527\ADMINMED:2798920\,,
medcur1_code_ac,medications_before_and_after_hosp,Yes,ADMINMED:2798790,04.99,"Other anticonvulsant, Anticonvulsant",,tiaGABine,\i2b2\Medications\Administered Medications\57\64\346\d04221\ADMINMED:2798790\,,
medcur1_code_ae,medications_before_and_after_hosp,Yes,ADMINMED:???????,05.00,"Not specified, Antiemetic",Couldn't find code for this!,,,,
medcur1_code_ae,medications_before_and_after_hosp,Yes,ADMINMED:2798374,05.01,"Ondansetron HCl, Trade name: Zofran, Antiemetic",,ondansetron,\i2b2\Medications\Administered Medications\57\65\195\d00867\ADMINMED:2798374\,,
medcur1_code_ae,medications_before_and_after_hosp,Yes,ADMINMED:???????,05.99,"Other antiemetic, Antiemetic",Couldn't find code for this!,,,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:???????,06.00,"Not specified, Antihypertensives",Couldn't find code for this!,,,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2796956,06.01,"Clonidine, Trade names: Catapres, Duraclon, Antihypertensives",,apraclonidine ophthalmic,\i2b2\Medications\Administered Medications\133\147\164\d01185\ADMINMED:2796956\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2797449,06.01,"Clonidine, Trade names: Catapres, Duraclon, Antihypertensives",,cloNIDine,\i2b2\Medications\Administered Medications\40\44\d00044\ADMINMED:2797449\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:118128389,06.01,"Clonidine, Trade names: Catapres, Duraclon, Antihypertensives",,clonidine patch check,\i2b2\Medications\Administered Medications\Non-Categorized\118128389\ADMINMED:118128389\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2797583,06.02,"Diazoxide, Trade names: Hyperstat, Proglycem, Antihypertensives",,diazoxide,\i2b2\Medications\Administered Medications\358\293\d00129\ADMINMED:2797583\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2797650,06.03,"Doxazosin, Trade name: Cardura, Antihypertensives",,doxazosin,\i2b2\Medications\Administered Medications\40\43\d00726\ADMINMED:2797650\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2797907,06.04,"Guanabenz, Trade name: Wytensin, Antihypertensives",,zzzguanabenz,\i2b2\Medications\Administered Medications\40\44\d00130\ADMINMED:2797907\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:???????,06.05,"Guanadrel, Trade name: Hylorel, Antihypertensives",Couldn't find code for this!,,,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:4103250,06.06,"Guanethidine, Trade name: Ismelin, Antihypertensives",,zzzguanethidine,\i2b2\Medications\Administered Medications\40\43\d00131\ADMINMED:4103250\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2797908,06.07,"Guanfacine, Trade name: Tenex, Antihypertensives",,guanFACINE,\i2b2\Medications\Administered Medications\40\44\d00717\ADMINMED:2797908\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:4103251,06.07,"Guanfacine, Trade name: Tenex, Antihypertensives",,GUANFACINE HCL,\i2b2\Medications\Administered Medications\Non-Categorized\4103251\ADMINMED:4103251\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2797935,06.08,"Hydralazine, Trade name: Apresoline, Antihypertensives",,hydrALAZINE,\i2b2\Medications\Administered Medications\40\53\d00132\ADMINMED:2797935\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2798060,06.09,"Isosorbide dinitrate, Trade names: Dilatrate, Isordil, Sorbitrate, Antihypertensives",,isosorbide dinitrate,\i2b2\Medications\Administered Medications\40\45\d00268\ADMINMED:2798060\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2798061,06.10,"Isosorbide mononitrate, Trade names: Imdur, Ismo, Antihypertensives",,isosorbide mononitrate,\i2b2\Medications\Administered Medications\40\45\d00269\ADMINMED:2798061\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:???????,06.11,"Ketanserin, Antihypertensives",Couldn't find code for this!,,,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2798181,06.12,"Mecamylamine, Trade name: Inversine, Antihypertensives",,zzzmecamylamine,\i2b2\Medications\Administered Medications\40\43\d00739\ADMINMED:2798181\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2798238,06.13,"Methyldopa, Trade name: Aldomet, Antihypertensives",,methyldopa,\i2b2\Medications\Administered Medications\40\44\d00133\ADMINMED:2798238\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2798264,06.14,"Minoxidil, Trade names: Loniten, Rogaine, Antihypertensives",,minoxidil,\i2b2\Medications\Administered Medications\40\53\d00135\ADMINMED:2798264\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2798265,06.14,"Minoxidil, Trade names: Loniten, Rogaine, Antihypertensives",,minoxidil topical,\i2b2\Medications\Administered Medications\133\136\140\d03203\ADMINMED:2798265\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2798343,06.15,"Nitric Oxide, Antihypertensives",,nitric oxide,\i2b2\Medications\Administered Medications\122\129\d04508\ADMINMED:2798343\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2798346,06.16,"Nitroglycerin, Antihypertensives",,nitroglycerin,\i2b2\Medications\Administered Medications\40\53\d00321\ADMINMED:2798346\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:15611567,06.16,"Nitroglycerin, Antihypertensives",,nitroglycerin topical,\i2b2\Medications\Administered Medications\Non-Categorized\15611567\ADMINMED:15611567\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2798347,06.17,"Nitroprusside, Trade name: Nipride, Antihypertensives",,nitroprusside,\i2b2\Medications\Administered Medications\40\53\d00136\ADMINMED:2798347\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2798536,06.18,"Prazosin, Trade name: Minipress, Antihypertensives",,prazosin,\i2b2\Medications\Administered Medications\40\43\d00138\ADMINMED:2798536\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2798601,06.19,"Reserpine, Trade name: Serpasil, Antihypertensives",,reserpine,\i2b2\Medications\Administered Medications\40\43\d00367\ADMINMED:2798601\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2798757,06.20,"Terazosin, Trade name: Hytrin, Antihypertensives",,terazosin,\i2b2\Medications\Administered Medications\40\43\d00386\ADMINMED:2798757\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:???????,06.21,"Trimethaphan, Trade name: Arfonad, Antihypertensives",Couldn't find code for this!,,,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2798658,06.22,"Sildenafil, Trade name: Viagra, Antihypertensives",,sildenafil,\i2b2\Medications\Administered Medications\40\303\d04299\ADMINMED:2798658\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:???????,06.99,"Other antihypertensive, Antihypertensives",Couldn't find code for this!,,,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2797396,06.99,"Other antihypertensive, Antihypertensives",,chlorthalidone-cloNIDine,\i2b2\Medications\Administered Medications\40\55\468\d03267\ADMINMED:2797396\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:15611383,06.99,"Other antihypertensive, Antihypertensives",,hydrALAZINE-isosorbide dinitrate,\i2b2\Medications\Administered Medications\40\55\470\d05540\ADMINMED:15611383\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2797937,06.99,"Other antihypertensive, Antihypertensives",,zzzhydrALAZINE-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\470\d03257\ADMINMED:2797937\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2797936,06.99,"Other antihypertensive, Antihypertensives",,zzzhydralazine/hydrochlorothiazide/reserpine,\i2b2\Medications\Administered Medications\40\55\470\d03256\ADMINMED:2797936\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:15611383,06.99,"Other antihypertensive, Antihypertensives",,hydrALAZINE-isosorbide dinitrate,\i2b2\Medications\Administered Medications\40\55\470\d05540\ADMINMED:15611383\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2797942,06.99,"Other antihypertensive, Antihypertensives",,hydrochlorothiazide-methyldopa,\i2b2\Medications\Administered Medications\40\55\468\d03263\ADMINMED:2797942\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2798505,06.99,"Other antihypertensive, Antihypertensives",,zzzpolythiazide-prazosin,\i2b2\Medications\Administered Medications\40\55\469\d03268\ADMINMED:2798505\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2797947,06.99,"Other antihypertensive, Antihypertensives",,zzzhydrochlorothiazide-reserpine,\i2b2\Medications\Administered Medications\40\55\469\d03251\ADMINMED:2797947\,,
medcur1_code_ah,medications_before_and_after_hosp,Yes,ADMINMED:2797936,06.99,"Other antihypertensive, Antihypertensives",,zzzhydralazine/hydrochlorothiazide/reserpine,\i2b2\Medications\Administered Medications\40\55\470\d03256\ADMINMED:2797936\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:???????,07.00,"Not specified, Antithrombotics",Couldn't find code for this!,,,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2797278,07.01,"Abciximab, Trade name: Reopro, Antithrombotics",,abciximab,\i2b2\Medications\Administered Medications\81\83\212\d03811\ADMINMED:2797278\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2796980,07.02,"Aspirin, Antithrombotics",,aspirin,\i2b2\Medications\Administered Medications\57\58\62\d00170\ADMINMED:2796980\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2797102,07.03,"Bivalirudin, Antithrombotics",,bivalirudin,\i2b2\Medications\Administered Medications\81\82\283\d04744\ADMINMED:2797102\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2797450,07.04,"Clopidogrel, Trade name: Plavix, Antithrombotics",,clopidogrel,\i2b2\Medications\Administered Medications\81\83\211\d04258\ADMINMED:2797450\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2797629,07.05,"Dipyridamole, Trade names: Aggrenox, Persantine, Antithrombotics",,dipyridamole,\i2b2\Medications\Administered Medications\81\83\211\d00213\ADMINMED:2797629\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2797686,07.06,"Enoxaparin, Trade name: Lovenox, Antithrombotics",,enoxaparin,\i2b2\Medications\Administered Medications\81\82\261\d03041\ADMINMED:2797686\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2797704,07.07,"Eptifibatide, Trade name: Integrilin, Antithrombotics",,eptifibatide,\i2b2\Medications\Administered Medications\81\83\212\d04316\ADMINMED:2797704\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:15611377,07.08,"Heparin, Antithrombotics",,heparin inhalation,\i2b2\Medications\Administered Medications\Non-Categorized\15611377\ADMINMED:15611377\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:16568899,07.08,"Heparin, Antithrombotics",,heparin irrigation,\i2b2\Medications\Administered Medications\Non-Categorized\16568899\ADMINMED:16568899\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:212159319,07.08,"Heparin, Antithrombotics",,heparin flush,\i2b2\Medications\Administered Medications\81\82\261\d07385\ADMINMED:212159319\,,
medcur1_code_ath,medications_before_and_after_hosp,Yes,ADMINMED:2797919,07.08,"Heparin, Antithrombotics",,heparin,\i2b2\Medications\Administered Medications\81\82\261\d00252\ADMINMED:2797919\,,
