"eCRF_name","ECRF_CODE","ECRF_GENERIC_NAME","ECRF_TRADE_NAMES","RXNORM_CODE","RXNORM_DESCRIPTION","CONCEPT_CD","CONCEPT_CD_DESCRIPTION","MED_ROUTE","min_date","max_date","distinct_patients","distinct_observations"
"medcations_before_and_after","08.16","Nisoldipine","Sular","1008785","Streptococcus pneumoniae type 1 capsular polysaccharide antigen / Streptococcus pneumoniae type 10A capsular polysaccharide antigen / Streptococcus pneumoniae type 11A capsular polysaccharide antigen / Streptococcus pneumoniae type 12F capsular polysaccharide antigen / Streptococcus pneumoniae type 14 capsular polysaccharide antigen / Streptococcus pneumoniae type 15B capsular polysaccharide antigen / Streptococcus pneumoniae type 17F capsular polysaccharide antigen / Streptococcus pneumoniae type 18C capsular polysaccharide antigen / Streptococcus pneumoniae type 19A capsular polysaccharide antigen / Streptococcus pneumoniae type 19F capsular polysaccharide antigen / Streptococcus pneumoniae type 2 capsular polysaccharide antigen / Streptococcus pneumoniae type 20 capsular polysaccharide antigen / Streptococcus pneumoniae type 22F capsular polysaccharide antigen / Streptococcus pneumoniae type 23F capsular polysaccharide antigen / Streptococcus pneumoniae type 3 capsular polysaccharide antigen / Streptococcus pneumoniae type 33F capsular polysaccharide antigen / Streptococcus pneumoniae type 4 capsular polysaccharide antigen / Streptococcus pneumoniae type 5 capsular polysaccharide antigen / Streptococcus pneumoniae type 6B capsular polysaccharide antigen / Streptococcus pneumoniae type 7F capsular polysaccharide antigen / Streptococcus pneumoniae type 8 capsular polysaccharide antigen / Streptococcus pneumoniae type 9N capsular polysaccharide antigen / Streptococcus pneumoniae type 9V capsular polysaccharide antigen","ADMINMED:4103320","pneumococcal capsular polysaccharide type 1 vaccine / pneumococcal capsular polysaccharide type 10a vaccine / pneumococcal capsular polysaccharide type 11a vaccine / pneumococcal capsular polysacchari","",2020-07-28,2020-07-28,1,2
"medcations_before_and_after","08.16","Nisoldipine","Sular","1008785","Streptococcus pneumoniae type 1 capsular polysaccharide antigen / Streptococcus pneumoniae type 10A capsular polysaccharide antigen / Streptococcus pneumoniae type 11A capsular polysaccharide antigen / Streptococcus pneumoniae type 12F capsular polysaccharide antigen / Streptococcus pneumoniae type 14 capsular polysaccharide antigen / Streptococcus pneumoniae type 15B capsular polysaccharide antigen / Streptococcus pneumoniae type 17F capsular polysaccharide antigen / Streptococcus pneumoniae type 18C capsular polysaccharide antigen / Streptococcus pneumoniae type 19A capsular polysaccharide antigen / Streptococcus pneumoniae type 19F capsular polysaccharide antigen / Streptococcus pneumoniae type 2 capsular polysaccharide antigen / Streptococcus pneumoniae type 20 capsular polysaccharide antigen / Streptococcus pneumoniae type 22F capsular polysaccharide antigen / Streptococcus pneumoniae type 23F capsular polysaccharide antigen / Streptococcus pneumoniae type 3 capsular polysaccharide antigen / Streptococcus pneumoniae type 33F capsular polysaccharide antigen / Streptococcus pneumoniae type 4 capsular polysaccharide antigen / Streptococcus pneumoniae type 5 capsular polysaccharide antigen / Streptococcus pneumoniae type 6B capsular polysaccharide antigen / Streptococcus pneumoniae type 7F capsular polysaccharide antigen / Streptococcus pneumoniae type 8 capsular polysaccharide antigen / Streptococcus pneumoniae type 9N capsular polysaccharide antigen / Streptococcus pneumoniae type 9V capsular polysaccharide antigen","ADMINMED:4103320","streptococcus pneumoniae type 1 capsular polysaccharide antigen / streptococcus pneumoniae type 10a capsular polysaccharide antigen / streptococcus pneumoniae type 11a capsular polysaccharide antigen","IM",2009-05-27,2017-03-20,1,8
"medcations_before_and_after","08.16","Nisoldipine","Sular","1008785","Streptococcus pneumoniae type 1 capsular polysaccharide antigen / Streptococcus pneumoniae type 10A capsular polysaccharide antigen / Streptococcus pneumoniae type 11A capsular polysaccharide antigen / Streptococcus pneumoniae type 12F capsular polysaccharide antigen / Streptococcus pneumoniae type 14 capsular polysaccharide antigen / Streptococcus pneumoniae type 15B capsular polysaccharide antigen / Streptococcus pneumoniae type 17F capsular polysaccharide antigen / Streptococcus pneumoniae type 18C capsular polysaccharide antigen / Streptococcus pneumoniae type 19A capsular polysaccharide antigen / Streptococcus pneumoniae type 19F capsular polysaccharide antigen / Streptococcus pneumoniae type 2 capsular polysaccharide antigen / Streptococcus pneumoniae type 20 capsular polysaccharide antigen / Streptococcus pneumoniae type 22F capsular polysaccharide antigen / Streptococcus pneumoniae type 23F capsular polysaccharide antigen / Streptococcus pneumoniae type 3 capsular polysaccharide antigen / Streptococcus pneumoniae type 33F capsular polysaccharide antigen / Streptococcus pneumoniae type 4 capsular polysaccharide antigen / Streptococcus pneumoniae type 5 capsular polysaccharide antigen / Streptococcus pneumoniae type 6B capsular polysaccharide antigen / Streptococcus pneumoniae type 7F capsular polysaccharide antigen / Streptococcus pneumoniae type 8 capsular polysaccharide antigen / Streptococcus pneumoniae type 9N capsular polysaccharide antigen / Streptococcus pneumoniae type 9V capsular polysaccharide antigen","ADMINMED:4103320","pneumococcal capsular polysaccharide type 1 vaccine / pneumococcal capsular polysaccharide type 10a vaccine / pneumococcal capsular polysaccharide type 11a vaccine / pneumococcal capsular polysacchari","IM",2009-05-27,2017-03-20,1,8
"medcations_before_and_after","09.07","Vitamin K","","1304558","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","ADMINMED:2798285","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.07","Vitamin K","","1304558","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","ADMINMED:2798285","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.07","Vitamin K","","1305199","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","ADMINMED:2798285","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.07","Vitamin K","","1305199","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","ADMINMED:2798285","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.07","Vitamin K","","1244924","calcium carbonate / cholecalciferol / vitamin K","ADMINMED:2798289","calcium carbonate / cholecalciferol / vitamin k","PO",2020-05-01,2021-02-25,2,153
"medcations_before_and_after","09.07","Vitamin K","","1304558","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:10698270","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.07","Vitamin K","","1304558","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:10698270","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.07","Vitamin K","","1305199","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:10698270","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.07","Vitamin K","","1305199","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:10698270","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.07","Vitamin K","","1304558","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:10698316","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1","",2017-12-07,2017-12-07,1,18
"medcations_before_and_after","09.07","Vitamin K","","1304558","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:10698316","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1","",2017-12-07,2017-12-07,1,18
"medcations_before_and_after","09.07","Vitamin K","","1305199","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:10698316","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1","",2017-12-07,2017-12-07,1,18
"medcations_before_and_after","09.07","Vitamin K","","1305199","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:10698316","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1","",2017-12-07,2017-12-07,1,18
"medcations_before_and_after","09.07","Vitamin K","","1304558","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:3683128","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1","",2018-02-08,2018-02-08,1,18
"medcations_before_and_after","09.07","Vitamin K","","1304558","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:3683128","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1","",2018-02-08,2018-02-08,1,18
"medcations_before_and_after","09.07","Vitamin K","","1305199","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:3683128","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1","",2018-02-08,2018-02-08,1,18
"medcations_before_and_after","09.07","Vitamin K","","1305199","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:3683128","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1","",2018-02-08,2018-02-08,1,18
"medcations_before_and_after","09.07","Vitamin K","","1304558","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:3683129","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1","",2011-08-17,2017-08-10,2,36
"medcations_before_and_after","09.07","Vitamin K","","1304558","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:3683129","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1","",2011-08-17,2017-08-10,2,36
"medcations_before_and_after","09.07","Vitamin K","","1305199","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:3683129","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1","",2011-08-17,2017-08-10,2,36
"medcations_before_and_after","09.07","Vitamin K","","1305199","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:3683129","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1","",2011-08-17,2017-08-10,2,36
"medcations_before_and_after","09.07","Vitamin K","","1244924","calcium carbonate / cholecalciferol / vitamin K","HOMEMED:3683523","calcium carbonate / cholecalciferol / vitamin k","",2020-05-02,2020-05-02,1,17
"medcations_before_and_after","09.07","Vitamin K","","1244924","calcium carbonate / cholecalciferol / vitamin K","HOMEMED:906119909","calcium carbonate / cholecalciferol / vitamin k","",2021-05-03,2021-05-03,1,17
"medcations_before_and_after","09.11","Thiamine","","1007320","ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12","ADMINMED:2798285","ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b 12","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.11","Thiamine","","1007320","ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12","ADMINMED:2798285","ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.11","Thiamine","","1007728","ascorbic acid / D-biotin / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12","ADMINMED:2798285","ascorbic acid / d-biotin / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b 12","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.11","Thiamine","","1007728","ascorbic acid / D-biotin / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12","ADMINMED:2798285","ascorbic acid / d-biotin / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.11","Thiamine","","1007772","ascorbic acid / biotin / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine","ADMINMED:2798285","ascorbic acid / biotin / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.11","Thiamine","","1090967","ascorbic acid / cholecalciferol / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin E","ADMINMED:2798285","ascorbic acid / cholecalciferol / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin e","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.11","Thiamine","","1090967","ascorbic acid / cholecalciferol / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin E","ADMINMED:2798285","ascorbic acid / cholecalciferol / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin e","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.11","Thiamine","","1095603","ascorbic acid / biotin / cholecalciferol / folic acid / niacin / pantothenic acid / pyridoxine / riboflavin / thiamine / vitamin B12","ADMINMED:2798285","ascorbic acid / biotin / cholecalciferol / folic acid / niacin / pantothenic acid / pyridoxine / riboflavin / thiamine / vitamin b12","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.11","Thiamine","","1095603","ascorbic acid / biotin / cholecalciferol / folic acid / niacin / pantothenic acid / pyridoxine / riboflavin / thiamine / vitamin B12","ADMINMED:2798285","ascorbic acid / biotin / cholecalciferol / folic acid / niacin / pantothenic acid / pyridoxine / riboflavin / thiamine / vitamin b 12","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.11","Thiamine","","1304558","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","ADMINMED:2798285","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.11","Thiamine","","1304558","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","ADMINMED:2798285","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.11","Thiamine","","1305199","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","ADMINMED:2798285","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.11","Thiamine","","1305199","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","ADMINMED:2798285","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.11","Thiamine","","2371800","ascorbic acid / cholecalciferol / niacin / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin B6 / vitamin E","ADMINMED:2798285","ascorbic acid / cholecalciferol / niacin / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin b6 / vitamin e","PO",2017-11-03,2020-06-08,2,126
"medcations_before_and_after","09.11","Thiamine","","1007251","copper sulfate / ferrous fumarate / folic acid / magnesium sulfate / manganese sulfate / niacinamide / pantothenic acid / pyridoxine / riboflavin / sodium ascorbate / thiamine / vitamin B12 / zinc sulfate","ADMINMED:2798289","copper sulfate / ferrous fumarate / folic acid / magnesium sulfate / manganese sulfate / niacinamide / pantothenic acid / pyridoxine / riboflavin / sodium ascorbate / thiamine / vitamin b 12 / zinc su","PO",2020-05-01,2021-02-25,2,153
"medcations_before_and_after","09.11","Thiamine","","1007251","copper sulfate / ferrous fumarate / folic acid / magnesium sulfate / manganese sulfate / niacinamide / pantothenic acid / pyridoxine / riboflavin / sodium ascorbate / thiamine / vitamin B12 / zinc sulfate","ADMINMED:2798289","copper sulfate / ferrous fumarate / folic acid / magnesium sulfate / manganese sulfate / niacinamide / pantothenic acid / pyridoxine / riboflavin / sodium ascorbate / thiamine / vitamin b12 / zinc sul","PO",2020-05-01,2021-02-25,2,153
"medcations_before_and_after","09.11","Thiamine","","1007316","dexpanthenol / magnesium sulfate / manganese sulfate / niacinamide / pyridoxine / riboflavin / thiamine / vitamin B12 / zinc sulfate","ADMINMED:2798289","dexpanthenol / magnesium sulfate / manganese sulfate / niacinamide / pyridoxine / riboflavin / thiamine / vitamin b12 / zinc sulfate","PO",2020-05-01,2021-02-25,2,153
"medcations_before_and_after","09.11","Thiamine","","1007316","dexpanthenol / magnesium sulfate / manganese sulfate / niacinamide / pyridoxine / riboflavin / thiamine / vitamin B12 / zinc sulfate","ADMINMED:2798289","dexpanthenol / magnesium sulfate / manganese sulfate / niacinamide / pyridoxine / riboflavin / thiamine / vitamin b 12 / zinc sulfate","PO",2020-05-01,2021-02-25,2,153
"medcations_before_and_after","09.11","Thiamine","","1008799","ascorbic acid / biotin / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / zinc citrate","ADMINMED:2798289","ascorbic acid / biotin / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / zinc citrate","PO",2020-05-01,2021-02-25,2,153
"medcations_before_and_after","09.11","Thiamine","","1314678","copper sulfate / ferrous fumarate / folic acid / manganese sulfate / niacinamide / pantothenate / polysaccharide iron complex / pyridoxine / riboflavin / sodium ascorbate / thiamine / vitamin B12 / zinc sulfate","ADMINMED:2798289","copper sulfate / ferrous fumarate / folic acid / manganese sulfate / niacinamide / pantothenate / polysaccharide iron complex / pyridoxine / riboflavin / sodium ascorbate / thiamine / vitamin b12 / zi","PO",2020-05-01,2021-02-25,2,153
"medcations_before_and_after","09.11","Thiamine","","1314678","copper sulfate / ferrous fumarate / folic acid / manganese sulfate / niacinamide / pantothenate / polysaccharide iron complex / pyridoxine / riboflavin / sodium ascorbate / thiamine / vitamin B12 / zinc sulfate","ADMINMED:2798289","copper sulfate / ferrous fumarate / folic acid / manganese sulfate / niacinamide / pantothenate / polysaccharide iron complex / pyridoxine / riboflavin / sodium ascorbate / thiamine / vitamin b 12 / z","PO",2020-05-01,2021-02-25,2,153
"medcations_before_and_after","09.11","Thiamine","","1007320","ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12","HOMEMED:10698270","ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b 12","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.11","Thiamine","","1007320","ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12","HOMEMED:10698270","ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.11","Thiamine","","1007728","ascorbic acid / D-biotin / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12","HOMEMED:10698270","ascorbic acid / d-biotin / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.11","Thiamine","","1007728","ascorbic acid / D-biotin / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12","HOMEMED:10698270","ascorbic acid / d-biotin / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b 12","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.11","Thiamine","","1007772","ascorbic acid / biotin / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine","HOMEMED:10698270","ascorbic acid / biotin / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.11","Thiamine","","1090967","ascorbic acid / cholecalciferol / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin E","HOMEMED:10698270","ascorbic acid / cholecalciferol / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin e","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.11","Thiamine","","1090967","ascorbic acid / cholecalciferol / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin E","HOMEMED:10698270","ascorbic acid / cholecalciferol / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin e","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.11","Thiamine","","1095603","ascorbic acid / biotin / cholecalciferol / folic acid / niacin / pantothenic acid / pyridoxine / riboflavin / thiamine / vitamin B12","HOMEMED:10698270","ascorbic acid / biotin / cholecalciferol / folic acid / niacin / pantothenic acid / pyridoxine / riboflavin / thiamine / vitamin b 12","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.11","Thiamine","","1095603","ascorbic acid / biotin / cholecalciferol / folic acid / niacin / pantothenic acid / pyridoxine / riboflavin / thiamine / vitamin B12","HOMEMED:10698270","ascorbic acid / biotin / cholecalciferol / folic acid / niacin / pantothenic acid / pyridoxine / riboflavin / thiamine / vitamin b12","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.11","Thiamine","","1304558","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:10698270","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.11","Thiamine","","1304558","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:10698270","alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin k 1","",2020-08-16,2020-08-16,1,18
"medcations_before_and_after","09.11","Thiamine","","1305199","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1","HOMEMED:10698270","alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin k1","",2020-08-16,2020-08-16,1,18
